age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
58;blue-collar;married;tertiary;no;-297;yes;no;unknown;5;may;320;7;713;10;failure;no
30;housemaid;married;secondary;no;1952;no;no;unknown;8;jul;828;12;-1;0;unknown;yes
29;technician;single;secondary;no;-4350;yes;no;unknown;8;apr;297;1;352;15;other;no
34;housemaid;single;secondary;no;1617;no;no;cellular;5;jun;514;1;-1;0;unknown;no
27;blue-collar;married;tertiary;no;657;yes;no;unknown;8;may;255;1;-1;0;unknown;no
30;retired;single;primary;no;2304;no;no;cellular;11;may;228;2;-1;0;unknown;no
40;blue-collar;married;secondary;no;8188;no;no;unknown;23;nov;83;1;-1;0;unknown;yes
51;technician;married;tertiary;no;-2699;yes;no;cellular;26;dec;493;3;-1;0;unknown;yes
38;admin.;married;primary;no;-2285;yes;no;cellular;10;may;284;1;656;11;unknown;yes
27;technician;single;secondary;no;1081;yes;no;cellular;30;aug;540;6;-1;0;unknown;yes
24;housemaid;married;secondary;no;7358;yes;yes;unknown;4;jun;281;2;-1;0;unknown;yes
52;entrepreneur;divorced;secondary;no;-3465;yes;no;cellular;30;may;421;1;-1;0;unknown;no
30;self-employed;single;secondary;no;1128;yes;no;cellular;7;apr;277;1;-1;0;unknown;no
46;admin.;single;secondary;no;-650;no;no;cellular;12;mar;69;5;-1;0;unknown;no
36;blue-collar;divorced;secondary;no;1158;yes;no;cellular;31;jul;373;2;-1;0;unknown;no
46;unemployed;married;secondary;no;-2370;no;no;telephone;30;jul;233;7;-1;0;unknown;no
48;services;married;secondary;no;448;yes;no;cellular;2;aug;83;7;-1;0;unknown;no
45;services;single;secondary;no;2819;yes;no;unknown;4;feb;500;3;-1;0;unknown;no
35;unemployed;married;tertiary;no;-304;yes;no;telephone;12;aug;293;1;-1;0;unknown;no
41;blue-collar;married;tertiary;no;3544;no;no;cellular;20;nov;248;3;146;21;unknown;yes
36;blue-collar;married;primary;yes;7079;no;no;cellular;4;oct;55;4;-1;0;unknown;no
53;blue-collar;married;secondary;no;3512;yes;yes;cellular;22;jul;29;5;22;12;failure;no
46;technician;married;primary;no;4803;no;yes;unknown;4;apr;1041;1;106;4;failure;yes
23;admin.;single;secondary;no;3764;yes;no;cellular;11;jun;663;2;-1;0;unknown;no
50;entrepreneur;married;tertiary;no;382;yes;no;cellular;17;may;8;2;-1;0;unknown;no
45;admin.;married;secondary;no;-4563;no;no;telephone;12;jul;21;3;-1;0;unknown;no
19;services;married;secondary;no;-1202;yes;no;unknown;31;apr;466;2;-1;0;unknown;no
32;blue-collar;married;secondary;no;4395;no;no;cellular;10;jul;376;1;-1;0;unknown;no
53;admin.;divorced;primary;no;-2158;yes;no;cellular;16;may;755;1;-1;0;unknown;yes
43;technician;single;secondary;no;1041;yes;no;cellular;2;may;232;5;-1;0;unknown;no
55;technician;married;tertiary;no;1510;no;no;cellular;9;jul;87;1;-1;0;unknown;no
47;management;married;tertiary;no;-1712;yes;no;unknown;31;may;10;1;-1;0;unknown;no
44;admin.;married;tertiary;no;6134;yes;no;cellular;15;jul;82;1;-1;0;unknown;no
47;blue-collar;divorced;secondary;no;2998;yes;no;cellular;16;may;894;1;-1;0;unknown;yes
36;admin.;married;tertiary;no;6040;yes;yes;cellular;1;aug;217;1;508;18;failure;no
52;unknown;married;tertiary;no;5138;no;no;telephone;7;aug;11;1;-1;0;unknown;yes
42;entrepreneur;married;tertiary;no;3985;yes;no;cellular;22;nov;273;2;-1;0;unknown;no
43;student;married;secondary;no;-3984;no;no;cellular;29;may;12;5;-1;0;unknown;no
56;blue-collar;single;secondary;no;-1815;yes;no;cellular;8;aug;17;7;869;2;failure;no
51;blue-collar;single;tertiary;no;1496;yes;no;cellular;17;may;127;3;-1;0;unknown;no
46;admin.;married;secondary;no;870;yes;no;cellular;19;jun;11;2;-1;0;unknown;no
33;retired;single;secondary;no;-55;yes;no;unknown;26;jul;36;1;-1;0;unknown;no
36;retired;single;primary;no;1248;yes;no;cellular;3;jun;176;1;-1;0;unknown;no
41;blue-collar;married;tertiary;yes;9443;no;no;cellular;18;jul;306;5;-1;0;unknown;no
22;student;single;unknown;no;1211;yes;no;cellular;10;jul;181;2;-1;0;unknown;no
48;technician;married;secondary;no;677;no;no;cellular;2;nov;77;5;-1;0;unknown;no
36;admin.;married;secondary;no;1433;yes;no;cellular;27;may;389;1;-1;0;unknown;yes
44;admin.;married;tertiary;no;2868;no;no;cellular;25;feb;148;5;-1;0;unknown;no
34;blue-collar;married;secondary;no;2845;yes;yes;cellular;2;may;125;3;-1;0;unknown;no
58;management;married;primary;no;1776;yes;no;cellular;8;jun;11;1;-1;0;unknown;no
26;technician;married;primary;no;-541;yes;no;cellular;21;feb;34;4;-1;0;unknown;no
19;admin.;single;secondary;no;-780;yes;no;cellular;19;nov;261;1;-1;0;unknown;yes
52;blue-collar;married;secondary;no;1080;no;no;unknown;3;jul;251;3;68;21;failure;no
23;retired;divorced;secondary;no;48;no;no;unknown;23;feb;84;1;-1;0;unknown;yes
30;admin.;divorced;tertiary;no;-1802;no;no;cellular;2;jan;91;1;-1;0;unknown;no
19;technician;single;secondary;no;-2547;no;no;cellular;7;aug;112;1;-1;0;unknown;no
53;admin.;married;secondary;no;3393;yes;no;cellular;25;may;340;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;-2300;yes;yes;cellular;26;may;225;1;-1;0;unknown;yes
51;admin.;divorced;secondary;no;2213;no;no;unknown;22;feb;0;1;-1;0;unknown;no
54;management;married;primary;no;6890;no;no;cellular;11;feb;99;1;-1;0;unknown;no
49;blue-collar;single;unknown;no;-4209;no;no;unknown;9;may;63;1;-1;0;unknown;no
36;admin.;divorced;primary;no;1229;no;no;unknown;9;may;513;2;-1;0;unknown;no
43;admin.;married;primary;no;-583;yes;yes;cellular;1;oct;43;2;-1;0;unknown;no
49;blue-collar;single;tertiary;no;795;no;no;cellular;7;may;696;2;-1;0;unknown;yes
45;student;divorced;secondary;no;-2329;no;no;cellular;23;jan;264;2;-1;0;unknown;no
33;retired;married;tertiary;no;-972;no;no;cellular;28;jun;874;4;-1;0;unknown;yes
41;blue-collar;married;tertiary;no;4353;no;no;cellular;27;jun;14;3;-1;0;unknown;no
42;blue-collar;divorced;tertiary;no;4544;no;no;cellular;22;jul;632;4;-1;0;unknown;yes
51;retired;married;secondary;no;1778;yes;no;cellular;26;may;48;7;-1;0;unknown;no
43;blue-collar;married;tertiary;no;-1885;no;no;cellular;26;may;284;1;523;17;failure;no
43;technician;married;secondary;no;626;yes;no;cellular;28;may;460;1;-1;0;unknown;no
32;technician;married;tertiary;no;7023;yes;no;cellular;3;may;102;1;-1;0;unknown;no
45;technician;married;primary;no;-57;no;no;telephone;5;feb;49;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;9109;no;no;cellular;18;may;146;1;588;18;other;no
47;housemaid;married;tertiary;no;2356;yes;no;cellular;5;may;210;1;-1;0;unknown;no
39;blue-collar;married;unknown;no;1149;no;no;unknown;30;jul;19;1;-1;0;unknown;no
32;services;married;tertiary;no;1159;yes;no;cellular;3;apr;121;1;-1;0;unknown;no
38;blue-collar;married;tertiary;no;-49;no;no;cellular;11;may;0;1;-1;0;unknown;no
35;entrepreneur;married;primary;no;410;yes;no;telephone;19;jul;76;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;4465;no;no;cellular;22;may;43;1;226;9;failure;no
39;blue-collar;divorced;secondary;no;6185;yes;no;unknown;3;nov;552;2;-1;0;unknown;yes
40;technician;married;tertiary;no;-1456;no;no;unknown;28;apr;44;1;577;16;failure;no
24;blue-collar;single;tertiary;no;2073;yes;no;unknown;18;jul;210;3;-1;0;unknown;no
54;management;married;tertiary;no;-4579;yes;no;cellular;15;may;23;2;-1;0;unknown;no
35;self-employed;single;secondary;no;-1694;yes;no;cellular;28;jul;78;1;-1;0;unknown;no
58;unemployed;married;secondary;no;2448;no;no;cellular;26;jun;13;5;-1;0;unknown;no
46;technician;divorced;tertiary;no;1876;yes;no;cellular;6;aug;131;1;132;16;failure;no
28;technician;married;secondary;no;3886;no;no;cellular;14;may;207;2;-1;0;unknown;no
31;services;married;secondary;no;1744;no;no;cellular;9;may;284;3;-1;0;unknown;no
44;self-employed;married;secondary;no;1022;yes;yes;unknown;8;nov;513;6;203;17;success;yes
30;blue-collar;married;secondary;no;-4676;yes;no;cellular;12;may;120;3;-1;0;unknown;no
52;admin.;married;tertiary;no;1654;yes;no;cellular;12;may;291;2;-1;0;unknown;no
47;admin.;married;tertiary;no;1508;no;no;cellular;3;may;15;2;368;23;other;yes
65;admin.;married;secondary;no;-2634;yes;no;cellular;1;mar;11;1;-1;0;unknown;no
46;technician;married;secondary;no;981;yes;no;telephone;7;apr;58;2;-1;0;unknown;no
30;admin.;married;secondary;no;1922;no;no;cellular;14;jun;37;2;-1;0;unknown;no
49;management;divorced;secondary;no;4177;no;no;cellular;20;jul;98;2;-1;0;unknown;no
42;admin.;married;secondary;no;6899;no;no;cellular;20;jun;38;1;-1;0;unknown;no
41;services;married;tertiary;no;-3032;no;no;cellular;22;jun;582;1;-1;0;unknown;yes
46;admin.;married;tertiary;no;-2823;no;no;unknown;29;nov;63;2;122;21;failure;no
31;admin.;married;primary;no;-2723;yes;no;unknown;14;apr;260;2;-1;0;unknown;no
46;admin.;single;primary;no;2242;no;no;cellular;24;may;341;2;-1;0;unknown;yes
47;housemaid;married;secondary;no;-2352;no;no;cellular;31;jul;741;1;-1;0;unknown;yes
44;technician;married;secondary;no;1267;no;no;cellular;28;jun;59;2;-1;0;unknown;no
19;blue-collar;divorced;unknown;no;2755;yes;no;cellular;25;feb;355;1;-1;0;unknown;yes
42;unemployed;single;tertiary;no;-2844;yes;no;cellular;28;nov;207;5;-1;0;unknown;no
25;admin.;married;secondary;no;1730;yes;no;cellular;22;apr;180;1;-1;0;unknown;no
26;unemployed;married;tertiary;no;2548;yes;yes;cellular;1;may;546;5;704;7;unknown;yes
28;retired;single;secondary;no;-3389;yes;no;cellular;9;aug;338;1;-1;0;unknown;yes
38;blue-collar;single;secondary;no;-591;no;no;cellular;14;may;15;3;86;9;failure;no
37;unemployed;single;tertiary;no;-1961;no;yes;unknown;12;feb;535;3;-1;0;unknown;no
57;entrepreneur;single;primary;no;1207;yes;no;unknown;10;may;208;2;-1;0;unknown;no
50;housemaid;married;primary;no;-1716;yes;no;telephone;10;jun;100;2;-1;0;unknown;no
54;retired;married;secondary;no;10963;no;no;cellular;15;nov;93;1;-1;0;unknown;no
50;admin.;single;secondary;no;2820;yes;no;telephone;2;jul;195;1;633;22;unknown;no
27;technician;married;primary;no;564;yes;yes;cellular;8;nov;261;1;-1;0;unknown;no
33;self-employed;divorced;tertiary;no;1745;no;no;cellular;17;aug;360;4;-1;0;unknown;no
19;admin.;single;tertiary;no;261;no;no;cellular;29;may;179;2;-1;0;unknown;no
40;services;married;tertiary;no;144;yes;no;cellular;6;may;192;1;-1;0;unknown;yes
57;unemployed;divorced;secondary;no;-118;yes;no;cellular;30;aug;121;4;-1;0;unknown;no
41;services;single;secondary;no;612;yes;no;cellular;31;may;298;2;115;10;failure;no
28;technician;married;tertiary;no;2234;yes;no;cellular;2;feb;162;3;-1;0;unknown;no
32;management;married;tertiary;no;-1824;yes;yes;cellular;23;aug;338;4;-1;0;unknown;no
46;technician;single;primary;no;-2940;yes;no;cellular;22;aug;810;1;-1;0;unknown;no
35;blue-collar;unknown;secondary;no;3811;no;no;cellular;18;nov;22;7;-1;0;unknown;no
51;admin.;married;tertiary;no;5909;yes;no;telephone;13;jul;77;1;-1;0;unknown;no
49;blue-collar;single;secondary;no;842;no;no;cellular;24;may;648;4;-1;0;unknown;yes
38;retired;single;secondary;no;1539;no;no;cellular;26;jun;173;8;-1;0;unknown;yes
28;self-employed;single;secondary;no;1131;no;no;unknown;21;jul;540;1;-1;0;unknown;no
47;technician;single;secondary;no;903;yes;no;cellular;21;jul;24;2;-1;0;unknown;no
33;blue-collar;single;tertiary;no;4371;yes;no;cellular;25;aug;267;3;-1;0;unknown;no
46;blue-collar;single;secondary;no;-162;no;no;unknown;2;may;137;1;-1;0;unknown;no
47;technician;single;tertiary;no;4045;yes;no;telephone;28;jun;11;4;-1;0;unknown;no
35;admin.;married;secondary;no;-116;yes;no;cellular;22;oct;15;7;-1;0;unknown;no
58;admin.;married;secondary;no;436;yes;no;unknown;27;feb;16;1;329;8;other;no
38;admin.;married;tertiary;no;-279;no;no;cellular;10;may;9;4;-1;0;unknown;yes
51;blue-collar;married;secondary;no;-2640;yes;yes;telephone;3;feb;95;1;159;7;failure;yes
49;admin.;married;secondary;no;2211;no;no;cellular;16;apr;353;1;-1;0;unknown;yes
37;services;married;secondary;no;2955;yes;no;cellular;22;may;207;1;-1;0;unknown;no
28;entrepreneur;married;primary;no;-1754;no;yes;cellular;9;jan;213;3;-1;0;unknown;no
41;technician;married;secondary;no;2110;no;no;telephone;8;aug;410;7;-1;0;unknown;no
49;technician;married;primary;no;471;yes;no;unknown;10;jun;101;2;-1;0;unknown;no
38;management;divorced;tertiary;no;812;no;no;cellular;2;jul;351;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;315;yes;no;cellular;6;jun;284;1;-1;0;unknown;no
46;technician;married;primary;no;1815;yes;no;cellular;24;mar;89;3;-1;0;unknown;no
44;blue-collar;married;tertiary;no;1074;no;no;cellular;16;jun;97;3;-1;0;unknown;no
32;admin.;married;secondary;no;1296;yes;no;cellular;1;jun;120;2;-1;0;unknown;no
25;self-employed;married;secondary;no;2941;yes;yes;cellular;3;aug;103;3;-1;0;unknown;no
47;technician;married;secondary;no;2900;yes;no;unknown;3;jun;794;1;-1;0;unknown;yes
32;retired;married;primary;no;-1530;no;no;cellular;5;feb;1671;2;-1;0;unknown;yes
35;technician;married;secondary;no;4016;yes;yes;cellular;5;jun;129;2;759;18;failure;no
52;self-employed;single;secondary;no;4482;no;no;unknown;10;nov;1028;4;-1;0;unknown;no
70;technician;married;secondary;no;-217;yes;no;cellular;29;may;154;1;-1;0;unknown;no
63;blue-collar;single;tertiary;no;-3865;yes;no;unknown;9;aug;153;2;-1;0;unknown;no
41;admin.;married;unknown;no;-2059;yes;yes;cellular;9;jun;305;1;-1;0;unknown;no
57;management;divorced;secondary;no;2532;yes;no;cellular;24;apr;20;2;-1;0;unknown;no
25;services;married;primary;no;137;no;no;cellular;27;may;53;2;-1;0;unknown;no
38;entrepreneur;married;tertiary;no;2661;no;no;cellular;11;aug;319;1;-1;0;unknown;no
36;admin.;married;unknown;no;6743;yes;no;cellular;1;may;84;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;-1643;yes;no;cellular;19;may;70;4;-1;0;unknown;yes
43;admin.;single;primary;no;908;yes;no;unknown;17;may;92;1;-1;0;unknown;no
45;blue-collar;divorced;tertiary;no;5417;yes;no;cellular;12;jun;38;3;-1;0;unknown;no
37;technician;married;secondary;no;-119;yes;no;cellular;10;jun;132;1;472;3;failure;no
42;blue-collar;single;primary;no;-3115;yes;no;cellular;28;may;105;2;-1;0;unknown;no
30;admin.;married;primary;no;1534;no;no;unknown;24;jun;202;4;-1;0;unknown;no
19;admin.;single;tertiary;no;6178;yes;no;cellular;22;jul;10;2;-1;0;unknown;no
42;self-employed;married;tertiary;no;3801;no;no;cellular;21;aug;53;6;-1;0;unknown;no
45;services;single;tertiary;no;-1920;no;no;telephone;24;jul;411;1;-1;0;unknown;no
51;admin.;divorced;secondary;yes;-963;no;no;cellular;18;may;650;1;-1;0;unknown;yes
26;services;married;tertiary;no;-4143;no;no;telephone;30;jul;493;1;-1;0;unknown;no
25;admin.;single;secondary;no;2789;no;no;cellular;22;apr;201;2;-1;0;unknown;no
19;blue-collar;married;secondary;no;3748;no;no;cellular;30;sep;289;1;-1;0;unknown;no
45;blue-collar;married;unknown;no;1801;yes;no;unknown;31;jul;348;4;-1;0;unknown;no
32;student;married;secondary;no;-364;no;no;telephone;22;jul;544;2;-1;0;unknown;yes
33;technician;married;secondary;no;1903;yes;yes;cellular;5;jun;75;1;-1;0;unknown;no
47;admin.;single;secondary;no;-3051;yes;no;cellular;12;jun;361;3;-1;0;unknown;no
56;admin.;married;secondary;no;259;yes;no;cellular;22;may;57;1;438;9;unknown;no
35;technician;single;secondary;no;3067;yes;no;cellular;20;feb;141;2;632;3;failure;no
50;technician;single;secondary;no;3292;yes;no;cellular;11;may;259;4;10;24;failure;yes
46;services;married;tertiary;no;2334;yes;no;telephone;12;aug;769;1;174;10;failure;yes
57;admin.;unknown;primary;no;-4012;yes;no;unknown;31;feb;17;1;299;3;failure;no
45;admin.;married;primary;no;-2377;no;no;cellular;16;jun;92;2;673;15;failure;no
33;admin.;married;primary;no;-348;yes;no;cellular;10;may;112;1;-1;0;unknown;no
33;unemployed;single;secondary;no;4473;no;no;unknown;22;jan;122;1;-1;0;unknown;no
57;housemaid;married;secondary;no;293;yes;no;cellular;4;jun;116;2;-1;0;unknown;no
62;retired;married;secondary;no;796;yes;no;cellular;7;may;291;1;-1;0;unknown;no
31;admin.;single;unknown;no;2437;no;no;unknown;25;may;90;6;-1;0;unknown;no
20;admin.;single;secondary;no;1135;yes;no;unknown;31;jun;827;1;-1;0;unknown;yes
45;management;married;secondary;no;1293;no;no;unknown;4;jul;53;1;76;17;failure;no
27;management;married;secondary;no;-1344;no;no;cellular;27;jan;43;3;-1;0;unknown;no
27;blue-collar;married;primary;no;-720;yes;no;unknown;23;aug;69;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;1824;yes;no;unknown;6;apr;115;3;-1;0;unknown;no
34;housemaid;divorced;secondary;no;5982;yes;no;cellular;28;may;754;2;-1;0;unknown;no
22;admin.;single;secondary;yes;-1219;yes;no;unknown;30;aug;897;2;-1;0;unknown;yes
49;technician;married;secondary;no;418;yes;no;cellular;24;apr;40;1;-1;0;unknown;no
38;retired;married;primary;no;2217;yes;no;cellular;23;nov;324;6;-1;0;unknown;no
45;admin.;married;secondary;no;6202;yes;yes;unknown;5;may;28;1;-1;0;unknown;no
33;blue-collar;single;secondary;no;3989;yes;no;cellular;17;nov;672;1;-1;0;unknown;yes
42;services;married;secondary;no;-2491;yes;no;unknown;2;may;348;1;-1;0;unknown;no
39;unknown;single;secondary;no;63;no;no;cellular;21;jun;395;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;-252;no;no;cellular;30;jul;135;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;-2108;yes;no;cellular;30;jul;270;4;-1;0;unknown;no
50;blue-collar;single;secondary;no;1226;no;yes;cellular;2;apr;48;4;-1;0;unknown;no
40;services;single;primary;no;5929;yes;no;cellular;31;feb;178;2;-1;0;unknown;yes
32;unknown;married;secondary;no;1812;no;no;cellular;5;aug;148;2;-1;0;unknown;no
43;self-employed;married;tertiary;no;2041;no;no;unknown;2;jun;308;2;-1;0;unknown;no
53;management;single;tertiary;no;-1909;no;yes;cellular;1;may;131;1;-1;0;unknown;no
49;services;married;secondary;no;4283;no;no;cellular;18;apr;99;4;-1;0;unknown;no
50;blue-collar;single;secondary;no;2460;yes;yes;cellular;15;may;87;1;-1;0;unknown;no
41;technician;single;primary;no;2350;yes;no;cellular;9;dec;152;1;-1;0;unknown;no
31;admin.;married;secondary;no;4029;yes;no;unknown;29;jul;32;4;-1;0;unknown;no
39;unemployed;single;secondary;no;-422;no;yes;unknown;19;jun;416;2;-1;0;unknown;no
41;admin.;divorced;tertiary;no;-2908;yes;no;unknown;24;jul;681;1;-1;0;unknown;no
52;blue-collar;single;tertiary;no;2117;yes;no;cellular;4;jan;103;3;27;1;failure;no
32;student;married;secondary;no;727;yes;no;cellular;19;jul;31;2;-1;0;unknown;no
53;management;married;primary;no;206;yes;no;cellular;1;aug;79;2;-1;0;unknown;no
51;services;single;secondary;no;6054;yes;yes;unknown;12;jun;79;1;108;12;failure;no
55;blue-collar;single;secondary;no;4709;no;no;cellular;26;jul;178;1;-1;0;unknown;no
49;self-employed;unknown;tertiary;no;2116;yes;no;cellular;27;jun;411;3;-1;0;unknown;yes
40;admin.;single;tertiary;no;-1604;no;no;cellular;23;may;104;3;-1;0;unknown;no
34;unemployed;single;primary;no;12758;no;no;cellular;1;jul;894;2;-1;0;unknown;yes
56;self-employed;married;secondary;no;2859;yes;no;unknown;9;may;197;1;-1;0;unknown;no
46;housemaid;married;secondary;no;1304;yes;yes;cellular;15;jul;135;1;-1;0;unknown;yes
24;admin.;divorced;secondary;no;-456;yes;no;cellular;9;aug;135;3;-1;0;unknown;no
54;retired;married;secondary;no;712;yes;yes;cellular;10;jun;453;1;-1;0;unknown;no
41;admin.;married;secondary;no;-1359;yes;no;cellular;26;aug;25;3;-1;0;unknown;no
44;retired;single;tertiary;no;-2182;yes;no;unknown;23;apr;1050;3;-1;0;unknown;yes
61;blue-collar;married;unknown;no;784;yes;no;cellular;29;may;10;1;-1;0;unknown;no
39;admin.;married;secondary;no;4402;yes;no;cellular;27;jul;219;3;-1;0;unknown;yes
19;admin.;divorced;tertiary;no;1182;no;no;telephone;13;may;207;1;-1;0;unknown;no
43;unemployed;divorced;secondary;no;-6705;yes;no;cellular;23;jul;452;1;-1;0;unknown;yes
35;admin.;single;unknown;no;6230;yes;no;cellular;20;apr;43;2;671;16;failure;no
37;blue-collar;single;tertiary;no;-2854;yes;no;cellular;28;may;13;2;-1;0;unknown;no
33;management;single;secondary;no;-1341;yes;no;cellular;14;jul;492;1;661;1;failure;yes
23;admin.;single;secondary;no;4313;yes;yes;unknown;21;jul;145;2;340;10;unknown;no
48;technician;married;tertiary;no;3238;yes;no;telephone;19;may;333;2;-1;0;unknown;no
57;services;married;primary;no;5390;yes;no;cellular;20;jul;134;1;-1;0;unknown;no
46;blue-collar;single;primary;no;3754;yes;no;cellular;22;may;505;1;-1;0;unknown;yes
32;admin.;single;tertiary;no;4120;no;no;unknown;18;jun;263;1;-1;0;unknown;yes
40;housemaid;married;tertiary;no;-840;no;no;cellular;14;jun;689;2;-1;0;unknown;no
69;blue-collar;married;secondary;yes;-351;yes;yes;cellular;8;may;198;2;679;19;failure;no
